onset	duration	state
13.2975490196078	5	Sens
49.1156862745098	5	SDep
78.3789215686274	5	Sens
112.05931372549	5	SDep
139.185294117647	5	SInd
174.099019607843	5	SInd
204.183823529412	5	SInd
242.301960784314	5	SDep
281.886764705882	5	Sens
315.846078431373	5	SDep
348.108823529412	5	SInd
386.675490196078	5	SInd
423.591666666667	5	Sens
458.248529411765	5	Sens
495.399019607843	5	Sens
529.023039215686	5	SInd
558.699019607843	5	SInd
587.260294117647	5	SInd
617.144607843137	5	SInd
648.682843137255	5	Sens
684.551960784314	5	SDep
714.30931372549	5	Sens
751.364705882353	5	Sens
783.629901960784	5	Sens
813.969607843137	5	SDep
849.244117647059	5	SInd
882.189215686275	5	SInd
913.036764705882	5	Sens
948.14068627451	5	SDep
982.195588235294	5	SDep
1019.22892156863	5	SDep
1058.54558823529	5	Sens
1091.13431372549	5	Sens
1127.91960784314	5	SDep
1155.04754901961	5	SDep
1194.41323529412	5	Sens
1222.3568627451	5	SDep
1251.35735294118	5	SInd
1288.88921568627	5	Sens
1322.93970588235	5	SInd
1349.96666666667	5	MB  
1368.86421568627	5	SInd
1406.84705882353	5	SDep
1434.32990196078	5	SInd
1463.00833333333	5	Sens
1497.14068627451	5	SDep
1525.91421568627	5	Sens
1556.4112745098	5	SDep
1582.22647058824	5	Sens
1620.8181372549	5	SDep
