onset	duration	response_time	response
36.774	0	4.802000000000003	SDep
99.565	0	4.909999999999999	SInd
165.001	0	4.634000000000018	SInd
234.357	0	4.238000000000002	SDep
299.541	0	4.59	SInd
361.069	0	5.029000000000006	SInd
425.402	0	4.497999999999968	SInd
482.664	0	4.8920000000000154	SInd
543.898	0	2.962999999999972	Abs
591.756	0	3.224999999999966	SDep
653.145	0	3.713999999999985	SDep
712.081	0	4.132999999999952	SInd
779.053	0	3.313000000000002	SDep
829.64	0	3.1229999999999425	SDep
891.328	0	4.787999999999935	SInd
957.09	0	3.024999999999916	SDep
1019.587	0	4.262999999999949	SInd
1084.467	0	3.1070000000001894	SInd
1143.948	0	3.3100000000000045	SDep
1206.365	0	5.805000000000055	SDep
1270.649	0	3.1319999999999344	SDep
1328.83	0	5.0239999999998375	SInd
1388.24	0	4.079000000000001	SInd
1447.971	0	3.50400000000006	SInd
1500.724	0	5.94199999999993	SInd
1562.015	0	4.830000000000013	SInd
1625.032	0	2.1980000000000883	SDep
1685.873	0	3.8409999999999855	SInd
1754.141	0	3.94599999999989	SInd
1812.567	0	4.5359999999998175	SInd
1876.829	0	2.9559999999998627	Sens
1941.859	0	3.5769999999999937	SInd
2006.915	0	2.7320000000000664	Abs
2049.893	0	4.50200000000008	SInd
2112.226	0	2.098000000000411	Abs
2160.723	0	2.8320000000002072	Sens
2216.575	0	2.4759999999996034	Sens
2272.34	0	3.5770000000002256	Sens
2337.221	0	3.4979999999996014	SInd
2395.938	0	2.438000000000102	Abs
2445.525	0	2.0610000000002127	Abs
2493.226	0	2.8670000000004077	Sens
2550.693	0	3.0630000000002293	SDep
2608.558	0	5.11300000000022	Sens
2672.962	0	4.140000000000409	SDep
2729.765	0	3.3000000000002454	SInd
2792.837	0	3.7899999999997998	SInd
2855.372	0	2.9120000000001345	SDep
2910.207	0	2.1129999999997016	Sens
2970.401	0	2.8569999999999527	SDep
