onset	duration	state
24.593137254902	5	SInd
53.3637254901961	5	SInd
87.1039215686275	5	SDep
121.900980392157	5	Sens
161.35931372549	5	SInd
197.847549019608	5	SInd
228.824019607843	5	Sens
254.171078431373	5	SInd
291.831862745098	5	SDep
323.789215686275	5	SInd
359.71568627451	5	SDep
395.983333333333	5	Sens
434.810784313725	5	SDep
470.613725490196	5	MB  
491.849019607843	5	SInd
522.69362745098	5	SDep
560.966176470588	5	SDep
598.65931372549	5	SDep
630.071078431373	5	SDep
666.957352941177	5	SInd
692.319607843137	5	SDep
721.749509803922	5	SInd
759.294117647059	5	SInd
785.50931372549	5	SDep
812.203431372549	5	MB  
833.597058823529	5	Sens
861.647058823529	5	SInd
895.55	5	SInd
923.542156862745	5	SDep
951.36568627451	5	SDep
976.350490196078	5	Sens
1012.28137254902	5	SDep
1043.82058823529	5	SDep
1082.89166666667	5	SDep
1113.8	5	SInd
1144.14901960784	5	SDep
1181.79264705882	5	SDep
1213.85049019608	5	SDep
1240.53725490196	5	Sens
1274.24215686275	5	SDep
1311.0637254902	5	Sens
1335.97794117647	5	SDep
1370.85441176471	5	MB  
1395.74607843137	5	Sens
1434.09705882353	5	SDep
1466.37254901961	5	SInd
1501.07107843137	5	MB  
1525.84019607843	5	SInd
1554.60637254902	5	SDep
1581.09019607843	5	SInd
