onset	duration	state
13.2990196078431	5	Sens
47.7387254901961	5	SDep
77.7387254901961	5	SInd
112.489215686275	5	Sens
139.472058823529	5	SDep
175.521568627451	5	SInd
205.75637254902	5	SInd
242.680392156863	5	SDep
280.494117647059	5	Sens
315.499509803922	5	SDep
348.575	5	SDep
385.524019607843	5	SDep
423.84362745098	5	SDep
457.471568627451	5	SDep
494.594607843137	5	Sens
529.515196078431	5	SDep
560.309803921569	5	SDep
588.641176470588	5	SDep
617.691176470588	5	SDep
649.928921568627	5	MB  
679.806862745098	5	SDep
708.822549019608	5	Sens
747.03431372549	5	SDep
779.272058823529	5	SInd
809.054411764706	5	Sens
843.582843137255	5	SInd
877.116176470588	5	SDep
907.731862745098	5	SDep
942.826470588235	5	MB  
971.124509803922	5	SInd
1007.67009803922	5	SDep
1045.50784313725	5	SDep
1076.32647058824	5	SDep
1113.58382352941	5	Sens
1141.90882352941	5	SDep
1180.44656862745	5	Sens
1207.70245098039	5	Sens
1234.44117647059	5	SDep
1272.35196078431	5	SDep
1308.33088235294	5	SInd
1334.67107843137	5	SDep
1360.06666666667	5	SDep
1399.35245098039	5	Sens
1426.65735294118	5	SDep
1456.32450980392	5	SInd
1491.25147058824	5	Sens
1519.90049019608	5	MB  
1545.4818627451	5	SDep
1571.25735294118	5	SDep
1610.92107843137	5	SInd
