onset	duration	response_time	response
36.775	0	3.394000000000001	Sens
99.984	0	4.931000000000008	SInd
165.065	0	3.7309999999999985	SDep
235.038	0	3.5069999999999992	SInd
298.862	0	3.004999999999992	Sens
355.813	0	2.917000000000014	SDep
416.586	0	4.157999999999987	SInd
472.138	0	4.30200000000003	SInd
534.753	0	2.6330000000000404	Sens
594.616	0	2.8199999999999865	SInd
654.278	0	3.1219999999999435	Sens
714.244	0	2.836999999999971	SDep
778.629	0	1.58499999999995	SDep
828.909	0	3.3550000000000795	SInd
891.552	0	4.3329999999998865	SInd
957.959	0	3.7430000000000745	SDep
1023.059	0	4.31300000000002	SDep
1086.436	0	2.4150000000001226	Sens
1145.275	0	1.6969999999998482	Abs
1195.559	0	1.986000000000049	SInd
1256.932	0	3.3879999999999337	SInd
1315.407	0	2.873999999999937	SDep
1373.608	0	3.16100000000014	Abs
1420.495	0	3.2320000000000757	Sens
1471.955	0	4.1439999999999415	Abs
1520.127	0	3.8399999999999865	Sens
1579.969	0	3.1569999999999117	SDep
1640.563	0	2.6920000000001028	SInd
1708.104	0	2.7770000000000254	Sens
1767.171	0	2.2670000000000257	Sens
1830.667	0	3.7839999999998053	SDep
1895.493	0	2.529000000000019	Sens
1959.827	0	2.409000000000128	SDep
2015.401	0	3.938000000000129	SDep
2077.665	0	3.213000000000093	SDep
2138.112	0	4.705000000000127	Sens
2193.273	0	1.8419999999997163	Sens
2247.209	0	4.0449999999998	SDep
2313.223	0	2.860999999999949	Sens
2370.883	0	3.3579999999997288	SInd
2435.174	0	3.238999999999605	Sens
2497.313	0	1.9850000000002819	Sens
2551.484	0	2.4209999999998852	SDep
2606.806	0	3.0959999999999672	SDep
2669.523	0	2.5420000000000074	Sens
2724.443	0	1.8709999999999218	Sens
2786.442	0	4.217999999999875	Sens
2849.529	0	3.892000000000171	SInd
2905.289	0	2.372999999999929	SInd
2963.061	0	1.8319999999997254	Sens
