onset	duration	response_time	response
60.081	0	3.3339999999999974	SDep
117.363	0	2.656000000000005	SDep
182.529	0	2.918000000000013	SDep
244.797	0	2.1290000000000058	SInd
318.527	0	2.0049999999999737	SInd
387.87	0	3.0930000000000284	SDep
450.565	0	3.9289999999999634	SInd
500.442	0	3.4800000000000235	SDep
574.909	0	2.9579999999999766	SInd
635.596	0	2.9200000000000115	SInd
702.125	0	3.0220000000000344	SDep
775.263	0	2.8219999999999845	SDep
850.577	0	3.239000000000069	SInd
921.84	0	1.7130000000000656	SDep
973.692	0	2.505999999999924	SDep
1032.691	0	4.095999999999985	SDep
1109.288	0	2.492000000000053	SInd
1184.516	0	2.8429999999999653	SInd
1244.269	0	2.96100000000009	SDep
1318.337	0	1.785	SInd
1367.728	0	1.7139999999998325	SDep
1424.328	0	2.446999999999862	SInd
1495.969	0	3.604999999999968	SDep
1544.14	0	1.8060000000002128	SDep
1596.035	0	3.468000000000093	SInd
1650.27	0	2.430999999999876	SInd
1704.21	0	2.317999999999979	Sens
1768.929	0	2.3879999999999155	SInd
1824.481	0	1.9530000000000791	SInd
1876.949	0	3.3080000000000065	SInd
1925.138	0	2.3439999999999555	SInd
1996.043	0	2.7229999999998427	SInd
2057.553	0	3.3739999999999464	SInd
2133.272	0	1.827999999999729	SInd
2193.777	0	2.2109999999996126	SInd
2252.666	0	2.8680000000001744	SInd
2327.824	0	2.9869999999998345	SDep
2391.709	0	1.476000000000049	SDep
2444.426	0	2.719999999999845	SDep
2513.316	0	1.6839999999998598	SInd
2585.439	0	1.4229999999998655	SDep
2633.059	0	1.6260000000003765	SDep
2699.323	0	2.049999999999991	Sens
2759.457	0	1.5989999999997053	SDep
2832.105	0	4.34399999999976	Abs
2886.019	0	2.0590000000002147	SDep
2953.707	0	2.2570000000000348	SDep
3015.385	0	1.9749999999998271	SDep
3071.97	0	3.755000000000064	SDep
3127.356	0	1.7199999999998272	SDep
