onset	duration	response_time	response
60.373	0	3.099000000000001	SDep
117.376	0	3.1159999999999926	SDep
187.674	0	2.1449999999999916	SDep
250.414	0	3.3310000000000146	SDep
326.344	0	3.097000000000024	SDep
398.939	0	3.36800000000001	SInd
500.095	0	2.9079999999999644	SInd
573.865	0	3.181000000000006	SInd
636.025	0	2.437999999999986	SInd
702.959	0	4.624999999999968	Sens
777.843	0	4.083999999999996	SInd
855.601	0	3.5220000000000438	SInd
927.053	0	3.2829999999999133	SInd
981.134	0	2.2910000000000035	SInd
1042.424	0	2.7329999999999495	SInd
1119.581	0	3.0300000000000273	SInd
1195.636	0	4.246999999999848	Sens
1258.951	0	3.636999999999939	SDep
1335.682	0	3.87999999999995	SInd
1387.891	0	4.264000000000064	SInd
1448.444	0	3.745000000000073	Sens
1522.883	0	4.103999999999978	SDep
1572.943	0	3.456000000000104	SInd
1626.638	0	3.9739999999998643	SInd
1682.203	0	3.2299999999998454	SInd
1737.007	0	2.8119999999999936	SDep
1804.181	0	3.5210000000000448	SInd
1861.604	0	2.2340000000000555	SDep
1915.494	0	3.182000000000121	SInd
1964.956	0	3.429000000000128	SDep
2036.71	0	4.632999999999961	SInd
2101.232	0	2.5699999999999816	SDep
2177.815	0	3.093000000000202	SDep
2241.522	0	2.9780000000000744	SDep
2305.553	0	2.6579999999999018	SDep
2380.127	0	2.1500000000003636	SDep
2443.584	0	4.2129999999996475	SInd
2499.831	0	4.346999999999989	SDep
2570.255	0	2.804000000000233	SDep
2644.558	0	2.937000000000344	SDep
2693.729	0	4.8339999999997785	SDep
2764.579	0	2.99400000000006	SDep
2824.816	0	1.9940000000000417	SDep
2897.714	0	2.5240000000000236	SDep
2960.971	0	4.034999999999809	SInd
3031.755	0	3.871000000000422	SDep
3094.511	0	3.018999999999805	SInd
3152.728	0	4.3519999999997525	SInd
3209.021	0	2.906999999999907	SDep
